,weight,birthDate,height,foot,shortName,currentNationalTeamId,passportArea.name,passportArea.alpha3code,role.code2,role.code3,role.name,birthArea.name,birthArea.alpha2code,age_2018
2564,80,1977-09-30,188,right,R. Carroll,10962.0,Northern Ireland,XNI,GK,GKP,Goalkeeper,Northern Ireland,,41
2565,90,1986-03-29,192,right,C. N'Doye,19314.0,Senegal,SEN,MD,MID,Midfielder,Senegal,SN,32
2566,72,1988-09-07,178,left,L. Ovalle,17929.0,Panama,PAN,DF,DEF,Defender,Panama,PA,30
2567,70,1990-09-18,177,right,A. Badri,16276.0,Tunisia,TUN,FW,FWD,Forward,France,FR,28
2568,84,1990-08-05,197,right,A. Rodríguez,17929.0,Panama,PAN,GK,GKP,Goalkeeper,Panama,PA,28
2569,79,1996-06-12,187,right,D. Sánchez,12430.0,Colombia,COL,DF,DEF,Defender,Colombia,CO,22
2570,75,1988-04-02,179,left,V. Amiri,10840.0,Iran,IRN,MD,MID,Midfielder,Iran,IR,30
2571,77,1997-05-23,188,right,J. Gomez,2413.0,Gambia,GMB,DF,DEF,Defender,England,,21
2572,67,1993-03-05,173,right,Y. Sabaly,19314.0,Senegal,SEN,DF,DEF,Defender,France,FR,25
2573,96,1985-03-27,188,right,D. Vuković,8493.0,Serbia,SRB,GK,GKP,Goalkeeper,Australia,AU,33
2574,70,1992-07-27,167,right,J. Risdon,8493.0,Australia,AUS,DF,DEF,Defender,Australia,AU,26
2575,82,1992-04-08,184,right,M. Ryan,8493.0,England,XEN,GK,GKP,Goalkeeper,Australia,AU,26
2576,82,1984-12-30,183,right,R. Azofeifa,16871.0,Costa Rica,CRI,MD,MID,Midfielder,Costa Rica,CR,34
2577,72,1980-07-08,176,right,R. Keane,,Ireland Republic,IRL,FW,FWD,Forward,Ireland Republic,IE,38
2578,65,1989-11-22,169,right,G. Torje,11944.0,Romania,ROU,MD,MID,Midfielder,Romania,RO,29
2579,66,1992-07-16,170,right,Hattan Bahbir,16521.0,Saudi Arabia,SAU,MD,MID,Midfielder,Saudi Arabia,SA,26
2580,73,1993-01-29,182,left,R. Kurzawa,13869.0,Poland,POL,MD,MID,Midfielder,Poland,PL,25
2581,78,1992-11-10,175,right,D. Petratos,8493.0,Greece,GRC,MD,MID,Midfielder,Australia,AU,26
2582,75,1991-09-25,189,right,Hyun-Woo Cho,14855.0,Korea Republic,KOR,GK,GKP,Goalkeeper,Korea Republic,KR,27
2583,63,1995-09-29,173,right,J. Leborgne,,France,FRA,MD,MID,Midfielder,Guadeloupe,GP,23
2584,68,1991-05-09,177,right,G. Haraguchi,12913.0,Japan,JPN,MD,MID,Midfielder,Japan,JP,27
2585,70,1990-04-12,183,right,H. Sakai,12913.0,Japan,JPN,DF,DEF,Defender,Japan,JP,28
2586,77,1986-12-13,189,right,M. Lustig,7047.0,Sweden,SWE,DF,DEF,Defender,Sweden,SE,32
2587,75,1989-01-24,186,right,Sung-Yeung Ki,14855.0,Korea Republic,KOR,MD,MID,Midfielder,Korea Republic,KR,29
2588,72,1985-01-01,173,right,S. Davis,10962.0,Northern Ireland,XNI,MD,MID,Midfielder,Northern Ireland,,33
2589,70,1987-09-16,193,right,K. Lafferty,10962.0,Northern Ireland,XNI,FW,FWD,Forward,Northern Ireland,,31
2590,74,1992-12-11,182,right,G. Shōji,12913.0,Japan,JPN,DF,DEF,Defender,Japan,JP,26
2591,69,1992-01-14,172,right,J. Iloki,,Congo,COG,MD,MID,Midfielder,France,FR,26
2592,80,1987-05-12,185,right,D. Randolph,8274.0,United States,USA,GK,GKP,Goalkeeper,Ireland Republic,IE,31
2593,84,1985-04-16,192,right,A. Granqvist,7047.0,Sweden,SWE,DF,DEF,Defender,Sweden,SE,33
2594,64,1993-01-23,168,right,R. Oshima,12913.0,Japan,JPN,MD,MID,Midfielder,Japan,JP,25
2595,74,1988-10-24,179,right,Tarek Hamed,16129.0,Egypt,EGY,MD,MID,Midfielder,Egypt,EG,30
2596,78,1985-04-05,191,right,K. N'Diaye,19314.0,Senegal,SEN,GK,GKP,Goalkeeper,Senegal,SN,33
2597,84,1982-05-19,188,right,A. Mannus,10962.0,Northern Ireland,XNI,GK,GKP,Goalkeeper,Canada,CA,36
2598,79,1992-02-17,180,right,Motaz Hawsawi,16521.0,Saudi Arabia,SAU,DF,DEF,Defender,Saudi Arabia,SA,26
2599,74,1984-11-11,187,right,B. Sævarsson,7839.0,Iceland,ISL,DF,DEF,Defender,Iceland,IS,34
2600,73,1999-01-04,171,right,D. Arzani,8493.0,Iran,IRN,MD,MID,Midfielder,Australia,AU,19
2601,68,1990-09-15,174,right,A. Mooy,8493.0,Netherlands,NLD,MD,MID,Midfielder,Australia,AU,28
2602,74,1990-02-27,184,left,Young-Gwon Kim,14855.0,Korea Republic,KOR,DF,DEF,Defender,Korea Republic,KR,28
2603,66,1990-02-25,174,left,Min-Woo Kim,14855.0,Korea Republic,KOR,MD,MID,Midfielder,Korea Republic,KR,28
2604,75,1993-02-09,178,right,W. Endo,12913.0,Japan,JPN,DF,DEF,Defender,Japan,JP,25
2605,82,1994-09-16,189,right,A. Mitrović,17322.0,Serbia,SRB,FW,FWD,Forward,Serbia,RS,24
2606,78,1989-12-14,186,right,Woo-Young Jung,14855.0,Korea Republic,KOR,MD,MID,Midfielder,Korea Republic,KR,29
2607,80,1993-03-07,189,right,J. Irvine,8493.0,Scotland,XSC,MD,MID,Midfielder,Australia,AU,25
2608,77,1987-05-11,182,right,T. Makino,12913.0,Japan,JPN,DF,DEF,Defender,Japan,JP,31
2609,78,1991-03-31,179,left,E. Davis,17929.0,Panama,PAN,DF,DEF,Defender,Panama,PA,27
2610,73,1991-02-19,181,right,O. El Hajjam,16216.0,Morocco,MAR,DF,DEF,Defender,France,FR,27
2611,69,1988-10-16,185,right,I. Ezenwa,16823.0,Nigeria,NGA,GK,GKP,Goalkeeper,Nigeria,NG,30
2612,70,1996-01-03,182,left,K. Achahbar,,Morocco,MAR,FW,FWD,Forward,France,FR,22
2613,71,1985-02-14,182,right,A. Machado,17929.0,Panama,PAN,DF,DEF,Defender,Panama,PA,33
2614,76,1985-01-10,180,right,D. Colindres,16871.0,Costa Rica,CRI,FW,FWD,Forward,Costa Rica,CR,33
2615,75,1982-04-24,178,right,P. Pemberton,16871.0,Costa Rica,CRI,GK,GKP,Goalkeeper,Costa Rica,CR,36
2616,61,1992-09-15,173,right,Mohammed Al Burayk,16521.0,Saudi Arabia,SAU,DF,DEF,Defender,Saudi Arabia,SA,26
2617,85,1989-11-22,192,right,K. Mbodji,19314.0,Senegal,SEN,DF,DEF,Defender,Senegal,SN,29
2618,73,1994-10-26,175,left,N. Loyola,15594.0,Peru,PER,DF,DEF,Defender,Peru,PE,24
2619,78,1977-09-25,182,right,O. Shehi,,Albania,ALB,GK,GKP,Goalkeeper,Albania,AL,41
2620,83,1989-11-21,182,left,Ali Al Bulayhi,16521.0,Saudi Arabia,SAU,DF,DEF,Defender,Saudi Arabia,SA,29
2621,68,1991-03-29,168,right,N. Kanté,4418.0,Mali,MLI,MD,MID,Midfielder,France,FR,27
2622,80,1989-05-10,190,right,Munir,16216.0,Morocco,MAR,GK,GKP,Goalkeeper,Spain,ES,29
2623,83,1987-11-23,188,right,A. Hoxha,8731.0,Albania,ALB,GK,GKP,Goalkeeper,Albania,AL,31
2624,78,1993-04-03,181,right,M. Konaté,19314.0,Senegal,SEN,FW,FWD,Forward,Senegal,SN,25
2625,76,1996-12-28,181,right,T. Ndombèlé,4418.0,Congo DR,COD,MD,MID,Midfielder,France,FR,22
2626,78,1991-06-07,183,right,C. Tosun,4687.0,Turkey,TUR,FW,FWD,Forward,Germany,DE,27
2627,87,1986-08-11,188,right,R. Keogh,8274.0,Ireland Republic,IRL,DF,DEF,Defender,England,,32
2628,73,1989-02-06,188,right,C. Cathcart,10962.0,Northern Ireland,XNI,DF,DEF,Defender,Northern Ireland,,29
2629,71,1979-11-08,183,right,A. Hughes,10962.0,Northern Ireland,XNI,DF,DEF,Defender,Northern Ireland,,39
2630,85,1992-11-15,187,left,K. Wimmer,9109.0,Austria,AUT,DF,DEF,Defender,Austria,AT,26
2635,79,2000-04-28,186,right,A. Donadello,,Italy,ITA,DF,DEF,Defender,Italy,IT,18
2636,83,2000-11-12,184,right,G. Figliuzzi,,Italy,ITA,GK,GKP,Goalkeeper,Italy,IT,18
2637,81,1999-03-17,193,right,Gabriel Barbosa,,Brazil,BRA,FW,FWD,Forward,Brazil,BR,19
2638,79,1999-03-20,185,right,A. Caiazza,,Italy,ITA,DF,DEF,Defender,Italy,IT,19
2639,80,1999-02-07,188,right,E. Ferigra,,Spain,ESP,DF,DEF,Defender,Ecuador,EC,19
2640,74,1999-08-31,179,right,A. Miceli,,Italy,ITA,MD,MID,Midfielder,Italy,IT,19
2647,68,2000-08-12,173,right,V. Millico,3761.0,Italy,ITA,FW,FWD,Forward,Italy,IT,18
2651,80,1986-02-15,190,right,G. Paletta,,Italy,ITA,DF,DEF,Defender,Argentina,AR,32
2652,77,1983-06-25,185,right,D. Gastaldello,,Italy,ITA,DF,DEF,Defender,Italy,IT,35
2653,78,1988-11-14,184,right,K. Cissé,,Italy,ITA,FW,FWD,Forward,Guinea,GN,30
2654,78,1985-04-03,183,right,M. Gazzola,,Italy,ITA,DF,DEF,Defender,Italy,IT,33
2655,73,1987-03-05,180,right,F. Ceravolo,,Italy,ITA,FW,FWD,Forward,Italy,IT,31
2656,82,1990-02-01,187,right,D. Čop,,Croatia,HRV,FW,FWD,Forward,Croatia,HR,28
2657,79,1988-03-23,184,right,A. González,,Spain,ESP,DF,DEF,Defender,Uruguay,UY,30
2658,80,1988-04-06,195,right,D. Gasparetto,,Italy,ITA,DF,DEF,Defender,Italy,IT,30
2659,75,1989-07-12,184,right,M. Eramo,,Italy,ITA,MD,MID,Midfielder,Italy,IT,29
2660,75,1982-08-03,184,right,D. Maietta,,Italy,ITA,DF,DEF,Defender,Italy,IT,36
2661,78,1988-04-15,183,right,M. Cremonesi,,Italy,ITA,DF,DEF,Defender,Italy,IT,30
2662,76,1987-01-06,185,right,F. Melchiorri,,Italy,ITA,FW,FWD,Forward,Italy,IT,31
2663,77,1990-05-12,180,left,O. Kragl,,Germany,DEU,MD,MID,Midfielder,Germany,DE,28
2664,75,1992-05-19,186,right,M. Camporese,,Italy,ITA,DF,DEF,Defender,Italy,IT,26
2665,80,1990-05-27,181,left,S. Armenteros,,Cuba,CUB,FW,FWD,Forward,Sweden,SE,28
2666,85,1992-04-07,191,right,N. Dussenne,,Belgium,BEL,DF,DEF,Defender,Belgium,BE,26
2667,73,1992-02-29,180,right,S. Taïder,16009.0,Algeria,DZA,MD,MID,Midfielder,France,FR,26
2668,90,1992-09-27,193,right,Gabriel,,Portugal,PRT,GK,GKP,Goalkeeper,Brazil,BR,26
2669,82,1991-03-07,185,right,M. Rigione,,Italy,ITA,DF,DEF,Defender,Italy,IT,27
2670,74,1994-01-29,180,right,P. Brlek,,Croatia,HRV,MD,MID,Midfielder,Croatia,HR,24
2671,87,1991-02-21,191,right,M. Wagué,19001.0,Mali,MLI,DF,DEF,Defender,France,FR,27
2672,69,1988-02-03,183,right,G. van der Wiel,,Curaçao,CUW,DF,DEF,Defender,Netherlands,NL,30
2673,80,1988-05-10,183,left,L. Mora,,Italy,ITA,MD,MID,Midfielder,Italy,IT,30
2674,81,1993-01-12,184,left,G. Di Chiara,,Italy,ITA,DF,DEF,Defender,Italy,IT,25
2675,67,1994-02-11,172,right,L. Garritano,,Italy,ITA,MD,MID,Midfielder,Italy,IT,24
2676,70,1992-06-11,182,right,D. Zappacosta,,Italy,ITA,DF,DEF,Defender,Italy,IT,26
2677,65,1993-12-31,170,left,A. Ciciretti,,Italy,ITA,FW,FWD,Forward,Italy,IT,25
2678,67,1995-05-14,180,left,M. Aramu,,Italy,ITA,FW,FWD,Forward,Italy,IT,23
2679,68,1995-02-26,173,right,D. Ivan,,Slovakia,SVK,MD,MID,Midfielder,Slovakia,SK,23
2680,70,1993-10-07,174,right,M. Kanoute,,Italy,ITA,FW,FWD,Forward,Senegal,SN,25
2681,80,1996-04-08,188,right,G. Puşcaş,11944.0,Romania,ROU,FW,FWD,Forward,Romania,RO,22
2682,85,1992-10-06,189,right,M. Oikonomou,,Greece,GRC,DF,DEF,Defender,Greece,GR,26
2683,72,1993-03-10,178,right,R. Chibsah,,Italy,ITA,MD,MID,Midfielder,Ghana,GH,25
2684,79,1996-01-30,187,left,P. Bochniewicz,13876.0,Poland,POL,DF,DEF,Defender,Poland,PL,22
2685,79,1995-01-11,186,right,S. Gustafson,,Sweden,SWE,MD,MID,Midfielder,Sweden,SE,23
2686,75,1997-02-03,182,right,L. Vido,3763.0,Italy,ITA,FW,FWD,Forward,Italy,IT,21
2687,82,1994-03-06,192,left,W. Hoedt,,Netherlands,NLD,DF,DEF,Defender,Netherlands,NL,24
2688,77,1995-08-07,182,right,A. Bellemo,,Italy,ITA,MD,MID,Midfielder,Italy,IT,23
2689,83,1995-10-18,186,right,A. Romero,,Venezuela,VEN,MD,MID,Midfielder,Venezuela,VE,23
2690,75,1997-03-21,185,left,F. Della Giovanna,,Italy,ITA,DF,DEF,Defender,Italy,IT,21
2691,76,1997-02-15,188,right,M. Leverbe,,France,FRA,DF,DEF,Defender,France,FR,21
2692,73,1996-10-29,178,right,C. Suljić,,Bosnia-Herzegovina,BIH,MD,MID,Midfielder,France,FR,22
2693,67,1998-05-04,175,left,Tiago Dias,9911.0,Portugal,PRT,FW,FWD,Forward,Portugal,PT,20
2694,76,1999-03-12,177,right,V. Valenčič,,Slovenia,SVN,MD,MID,Midfielder,Slovenia,SI,19
2696,67,1999-02-07,173,right,A. Marcucci,3764.0,Italy,ITA,MD,MID,Midfielder,Italy,IT,19
2697,85,1999-01-01,195,right,G. Scamacca,3764.0,Italy,ITA,FW,FWD,Forward,Italy,IT,19
2698,68,1998-10-22,178,left,I. Hagi,11950.0,Romania,ROU,MD,MID,Midfielder,Turkey,TR,20
2699,72,1997-08-17,180,right,N. Abdullahi,,Nigeria,NGA,DF,DEF,Defender,Nigeria,NG,21
2700,74,1999-02-18,186,right,F. Melegoni,3764.0,Italy,ITA,MD,MID,Midfielder,Italy,IT,19
2701,73,1998-09-05,178,right,S. Štefanec,,Slovakia,SVK,MD,MID,Midfielder,Slovakia,SK,20
2702,70,1998-03-27,178,right,Ľ. Tupta,14501.0,Slovakia,SVK,FW,FWD,Forward,Slovakia,SK,20
2703,85,1999-01-03,195,right,T. Krapikas,,Lithuania,LTU,GK,GKP,Goalkeeper,Lithuania,LT,19
2704,63,1998-01-12,179,right,R. Zekhnini,,Norway,NOR,FW,FWD,Forward,Norway,NO,20
2705,80,2000-02-19,186,right,L. Marković,,Serbia,SRB,FW,FWD,Forward,Serbia,RS,18
2706,75,1996-04-23,182,right,S. Palombi,,Italy,ITA,FW,FWD,Forward,Italy,IT,22
2707,78,1999-03-01,191,right,P. Hristov,9404.0,Bulgaria,BGR,DF,DEF,Defender,Bulgaria,BG,19
2708,84,1998-06-05,190,right,M. Del Favero,,Italy,ITA,GK,GKP,Goalkeeper,Italy,IT,20
2709,75,1998-01-13,192,right,F. Brignani,,Italy,ITA,DF,DEF,Defender,Italy,IT,20
2710,75,1999-01-06,184,right,C. Mutton,,Italy,ITA,FW,FWD,Forward,Italy,IT,19
2711,78,1998-08-21,187,left,K. Butić,,Croatia,HRV,FW,FWD,Forward,Croatia,HR,20
2712,92,1998-01-05,194,left,L. Marson,,Italy,ITA,GK,GKP,Goalkeeper,Italy,IT,20
2713,78,1998-07-29,180,right,A. Romagnoli,,Italy,ITA,GK,GKP,Goalkeeper,Italy,IT,20
2714,80,1999-07-29,187,right,Z. Vanheusden,,Belgium,BEL,DF,DEF,Defender,Belgium,BE,19
2715,74,1999-10-22,185,left,O. Stijepović,,Montenegro,MNE,FW,FWD,Forward,Montenegro,ME,19
2716,70,1999-08-26,176,right,M. Kingsley,16826.0,Nigeria,NGA,MD,MID,Midfielder,Nigeria,NG,19
2717,72,1998-01-19,178,right,O. Okwonkwo,,Nigeria,NGA,FW,FWD,Forward,Nigeria,NG,20
2718,78,2000-05-16,185,right,R. Bellanova,3764.0,Italy,ITA,DF,DEF,Defender,Italy,IT,18
2719,78,1999-10-21,188,right,M. Gabbia,3764.0,Italy,ITA,DF,DEF,Defender,Italy,IT,19
2720,80,1999-02-13,187,left,G. Gori,,Italy,ITA,FW,FWD,Forward,Italy,IT,19
2721,74,1999-05-19,185,right,A. Pinamonti,3764.0,Italy,ITA,FW,FWD,Forward,Italy,IT,19
2723,78,1999-08-11,191,right,F. Vaško,,Slovakia,SVK,DF,DEF,Defender,Slovakia,SK,19
2724,76,1999-03-30,182,right,M. Tomič,,Slovakia,SVK,DF,DEF,Defender,Slovakia,SK,19
2725,75,1998-02-08,188,right,A. Gravillon,,France,FRA,DF,DEF,Defender,Guadeloupe,GP,20
2726,72,1999-07-20,178,right,X. Emmers,,Belgium,BEL,MD,MID,Midfielder,Switzerland,CH,19
2727,79,1998-06-20,185,right,J. Valencia,,Colombia,COL,MD,MID,Midfielder,Colombia,CO,20
2728,74,1999-01-29,193,right,D. Coppola,,Italy,ITA,GK,GKP,Goalkeeper,Italy,IT,19
2729,75,1998-06-25,188,right,M. Ferrini,,Italy,ITA,DF,DEF,Defender,Italy,IT,20
2730,92,1999-03-28,195,right,L. Loria,,Italy,ITA,GK,GKP,Goalkeeper,Italy,IT,19
2731,72,1998-01-17,180,left,F. Del Sole,,Italy,ITA,FW,FWD,Forward,Italy,IT,20
2732,76,2001-07-14,184,right,F. Brancolini,,Italy,ITA,GK,GKP,Goalkeeper,Italy,IT,17
2733,79,1998-02-02,190,right,G. Cuomo,,Italy,ITA,DF,DEF,Defender,Italy,IT,20
2734,69,1999-09-24,175,right,G. Volpicelli,,Italy,ITA,MD,MID,Midfielder,Italy,IT,19
2735,88,1999-11-11,196,right,F. Ravaglia,,Italy,ITA,GK,GKP,Goalkeeper,Italy,IT,19
2736,80,1998-07-17,190,right,M. De Luca,,Italy,ITA,FW,FWD,Forward,Italy,IT,20
2738,74,1999-03-05,180,left,L. Valeau,,Italy,ITA,DF,DEF,Defender,Italy,IT,19
2739,75,1999-03-27,185,right,A. Guarnone,,Italy,ITA,GK,GKP,Goalkeeper,Italy,IT,19
2740,60,1999-04-28,167,left,G. Borello,,Italy,ITA,MD,MID,Midfielder,Italy,IT,19
2741,67,2000-08-24,175,right,E. Vignato,27928.0,Brazil,BRA,FW,FWD,Forward,Italy,IT,18
2742,72,1998-02-16,174,right,A. Donnarumma,,Italy,ITA,MD,MID,Midfielder,Italy,IT,20
2745,79,1999-07-02,190,left,N. Zaniolo,3763.0,Italy,ITA,MD,MID,Midfielder,Italy,IT,19
2746,70,1999-06-24,176,left,G. Frabotta,27928.0,Italy,ITA,DF,DEF,Defender,Italy,IT,19
2747,80,1999-01-04,188,right,M. Cerofolini,3764.0,Italy,ITA,GK,GKP,Goalkeeper,Italy,IT,19
2748,80,1999-06-06,191,left,A. Buongiorno,3764.0,Italy,ITA,DF,DEF,Defender,Italy,IT,19
2749,63,1999-10-01,177,right,A. Tessiore,,Italy,ITA,MD,MID,Midfielder,Italy,IT,19
2750,62,2000-03-09,172,left,Pedro Neto,9911.0,Portugal,PRT,FW,FWD,Forward,Portugal,PT,18
2751,83,1999-08-08,186,right,F. Pavoni,,Italy,ITA,GK,GKP,Goalkeeper,Italy,IT,19
2752,78,1998-01-04,184,left,R. Oprut,,Romania,ROU,DF,DEF,Defender,Romania,RO,20
2753,75,1998-12-01,180,right,G. Boccafoglia,,Italy,ITA,DF,DEF,Defender,Italy,IT,20
2754,78,2000-01-13,192,right,R. Daga,,Italy,ITA,GK,GKP,Goalkeeper,Italy,IT,18
2755,78,2000-07-01,192,left,G. Hutvágner,,Hungary,HUN,GK,GKP,Goalkeeper,Hungary,HU,18
2756,82,1999-01-01,185,right,F. Djoulou,,Italy,ITA,FW,FWD,Forward,C\u00f4te d'Ivoire,CI,19
2757,80,1998-01-08,185,right,M. Pissardo,,Italy,ITA,GK,GKP,Goalkeeper,Italy,IT,20
2758,72,2001-10-01,188,right,E. Salcedo,,Colombia,COL,FW,FWD,Forward,Italy,IT,17
2759,70,1999-06-03,180,right,R. Sottil,3764.0,Italy,ITA,FW,FWD,Forward,Italy,IT,19
2760,74,1999-04-23,185,left,L. Ranieri,3764.0,Italy,ITA,DF,DEF,Defender,Italy,IT,19
2761,68,1999-02-25,175,right,A. Danzi,3764.0,Italy,ITA,MD,MID,Midfielder,Italy,IT,19
2762,64,1999-06-05,171,right,P. Giannotti,,Italy,ITA,MD,MID,Midfielder,Italy,IT,19
2764,80,2000-05-29,195,right,T. Candeloro,,Switzerland,CHE,GK,GKP,Goalkeeper,Switzerland,CH,18
2766,81,1999-05-10,187,left,M. Scarf,,Ghana,GHA,DF,DEF,Defender,Ghana,GH,19
2772,69,2000-01-27,182,right,F. Latella,,Italy,ITA,GK,GKP,Goalkeeper,Italy,IT,18
2778,83,1987-04-19,194,right,J. Hart,,England,XEN,GK,GKP,Goalkeeper,England,,31
2779,84,1985-07-11,190,right,O. Karnezis,12678.0,Greece,GRC,GK,GKP,Goalkeeper,Greece,GR,33
2780,81,1991-11-26,186,left,M. Gabbiadini,,Italy,ITA,FW,FWD,Forward,Italy,IT,27
2781,73,1994-03-13,177,right,Deulofeu,,Spain,ESP,FW,FWD,Forward,Spain,ES,24
2782,76,1993-09-01,184,right,M. Lemina,19062.0,France,FRA,MD,MID,Midfielder,Gabon,GA,25
2783,68,1998-07-19,178,right,L. Zanimacchia,,Italy,ITA,FW,FWD,Forward,Italy,IT,20
2784,90,1985-02-26,195,right,Fernando Llorente,,Spain,ESP,FW,FWD,Forward,Spain,ES,33
2785,80,1985-06-04,180,left,L. Podolski,,Germany,DEU,FW,FWD,Forward,Poland,PL,33
2786,86,1988-05-23,191,left,A. Ogbonna,,Nigeria,NGA,DF,DEF,Defender,Italy,IT,30
2787,81,1984-06-27,185,left,J. Holebas,,Greece,GRC,DF,DEF,Defender,Germany,DE,34
2788,70,1989-12-02,182,right,M. Darmian,,Italy,ITA,DF,DEF,Defender,Italy,IT,29
2789,78,1979-05-31,181,right,J. Gillet,,Belgium,BEL,GK,GKP,Goalkeeper,Belgium,BE,39
2790,90,1989-08-09,186,right,S. Okaka,,Nigeria,NGA,FW,FWD,Forward,Italy,IT,29
2791,85,1985-07-17,188,right,M. Britos,,Uruguay,URY,DF,DEF,Defender,Uruguay,UY,33
2792,79,1989-05-23,187,right,E. Schelotto,,Italy,ITA,DF,DEF,Defender,Argentina,AR,29
2793,75,1992-03-27,185,right,Pedro Obiang,,Equatorial Guinea,GNQ,MD,MID,Midfielder,Spain,ES,26
2795,92,1982-09-22,197,right,M. Stekelenburg,,Netherlands,NLD,GK,GKP,Goalkeeper,Netherlands,NL,36
2796,95,1981-10-03,195,right,Z. Ibrahimović,,Bosnia-Herzegovina,BIH,FW,FWD,Forward,Sweden,SE,37
2797,63,1987-04-16,165,right,A. Lennon,,Ireland Republic,IRL,MD,MID,Midfielder,England,,31
2798,84,1981-01-30,201,right,P. Crouch,,Ireland Republic,IRL,FW,FWD,Forward,England,,37
2799,83,1985-10-24,176,right,W. Rooney,,England,XEN,FW,FWD,Forward,England,,33
2800,68,1989-03-16,176,right,T. Walcott,,England,XEN,FW,FWD,Forward,England,,29
2801,90,1982-05-20,196,left,P. Čech,,Czech Republic,CZE,GK,GKP,Goalkeeper,Czech Republic,CZ,36
2802,78,1985-08-04,181,right,A. Valencia,15797.0,Ecuador,ECU,DF,DEF,Defender,Ecuador,EC,33
2803,74,1987-05-04,175,right,Fàbregas,,Spain,ESP,MD,MID,Midfielder,Spain,ES,31
2804,87,1980-02-20,193,right,A. Boruc,,Poland,POL,GK,GKP,Goalkeeper,Poland,PL,38
2805,82,1985-12-10,185,left,C. Adam,,Scotland,XSC,MD,MID,Midfielder,Scotland,,33
2806,87,1986-01-04,191,right,Y. Kaboul,,Morocco,MAR,DF,DEF,Defender,France,FR,32
2807,84,1986-01-09,189,right,U. Hünemeier,,Germany,DEU,DF,DEF,Defender,Germany,DE,32
2808,71,1986-01-14,174,right,Y. Cabaye,,France,FRA,MD,MID,Midfielder,France,FR,32
2809,78,1985-10-30,187,left,R. Klavan,,Estonia,EST,DF,DEF,Defender,Estonia,EE,33
2810,76,1986-04-02,180,right,I. Afellay,,Morocco,MAR,MD,MID,Midfielder,Netherlands,NL,32
2811,91,1981-02-15,191,right,Gomes,,Brazil,BRA,GK,GKP,Goalkeeper,Brazil,BR,37
2812,84,1983-10-20,184,right,M. Vorm,,Suriname,SUR,GK,GKP,Goalkeeper,Netherlands,NL,35
2813,86,1988-08-07,182,left,E. Pieters,,Netherlands,NLD,DF,DEF,Defender,Netherlands,NL,30
2814,90,1983-04-03,193,left,B. Foster,,England,XEN,GK,GKP,Goalkeeper,England,,35
2815,81,1986-10-03,178,right,A. Mariappa,,Jamaica,JAM,DF,DEF,Defender,England,,32
2816,83,1982-08-17,183,right,P. Jagielka,,Poland,POL,DF,DEF,Defender,England,,36
2817,70,1984-12-11,170,left,L. Baines,,England,XEN,DF,DEF,Defender,England,,34
2818,93,1980-01-18,191,right,R. Green,,England,XEN,GK,GKP,Goalkeeper,England,,38
2819,79,1981-02-23,185,left,G. Barry,,England,XEN,MD,MID,Midfielder,England,,37
2820,75,1986-05-25,180,right,J. Morrison,,Scotland,XSC,MD,MID,Midfielder,England,,32
2821,66,1986-08-22,173,right,S. Ireland,,Ireland Republic,IRL,MD,MID,Midfielder,Ireland Republic,IE,32
2822,70,1986-01-04,176,right,J. Milner,,England,XEN,MD,MID,Midfielder,England,,32
2823,86,1986-04-15,188,right,T. Heaton,,England,XEN,GK,GKP,Goalkeeper,England,,32
2824,74,1984-02-01,184,right,D. Fletcher,,Scotland,XSC,MD,MID,Midfielder,Scotland,,34
2825,77,1985-01-07,170,right,W. Routledge,,Jamaica,JAM,MD,MID,Midfielder,England,,33
2826,65,1982-10-07,171,right,J. Defoe,,St. Lucia,LCA,FW,FWD,Forward,England,,36
2827,74,1985-01-16,174,right,P. Zabaleta,,Spain,ESP,DF,DEF,Defender,Argentina,AR,33
2828,80,1983-04-13,184,right,C. Bravo,,Spain,ESP,GK,GKP,Goalkeeper,Chile,CL,35
2829,62,1988-12-19,169,right,A. Sánchez,12381.0,Chile,CHL,FW,FWD,Forward,Chile,CL,30
2830,90,1983-05-13,189,right,Y. Touré,,England,XEN,MD,MID,Midfielder,C\u00f4te d'Ivoire,CI,35
2831,74,1985-06-28,180,right,P. Bardsley,,Scotland,XSC,DF,DEF,Defender,England,,33
2832,76,1989-09-01,180,left,D. Sturridge,,Jamaica,JAM,FW,FWD,Forward,England,,29
2833,84,1988-04-03,188,left,T. Krul,,Netherlands,NLD,GK,GKP,Goalkeeper,Netherlands,NL,30
2834,93,1988-03-17,201,right,F. Forster,,England,XEN,GK,GKP,Goalkeeper,England,,30
2835,79,1989-01-06,193,left,A. Carroll,,England,XEN,FW,FWD,Forward,England,,29
2836,70,1987-05-08,180,right,M. Noble,,Ireland Republic,IRL,MD,MID,Midfielder,England,,31
2837,85,1984-10-02,191,right,E. Jakupovic,,Switzerland,CHE,GK,GKP,Goalkeeper,Bosnia-Herzegovina,BA,34
2838,77,1988-10-11,177,right,S. Coleman,8274.0,Ireland Republic,IRL,DF,DEF,Defender,Ireland Republic,IE,30
2839,74,1990-11-11,175,right,G. Wijnaldum,664.0,Suriname,SUR,MD,MID,Midfielder,Netherlands,NL,28
2840,89,1986-04-07,187,left,C. Fuchs,,Austria,AUT,DF,DEF,Defender,Austria,AT,32
